날짜,배추반입량_톤
2025-12-16,468.022
2025-12-17,441.421
2025-12-18,329.268
2025-12-19,362.187
2025-12-22,412.851
2025-12-23,393.875
2025-12-24,420.072
2025-12-25,279.333
2025-12-26,312.367
2025-12-29,204.49
2025-12-30,451.64
2025-12-31,329.805
2026-01-05,334.478
2026-01-06,448.118
2026-01-07,421.525
2026-01-08,370.514
2026-01-09,311.454
2026-01-12,322.357
2026-01-13,429.481
2026-01-14,380.525
2026-01-15,346.305
2026-01-16,421.095
2026-01-19,387.195
2026-01-20,345.144
2026-01-21,247.121
2026-01-22,176.043
2026-01-23,352.832
2026-01-26,420.856
2026-01-27,383.795
2026-01-28,379.147
2026-01-29,463.404
2026-01-30,282.416
2026-02-02,357.536
2026-02-03,380.97
2026-02-04,437.514
2026-02-05,365.368
2026-02-06,485.575
2026-02-09,307.904
2026-02-10,392.216
2026-02-11,363.894
2026-02-12,564.883
2026-02-13,628.151
2026-02-16,72.281
2026-02-20,438.127
2026-02-23,393.306
2026-02-24,373.526
2026-02-25,278.52
2026-02-26,359.986
2026-02-27,380.898
2026-03-02,537.69
2026-03-03,433.362
2026-03-04,276.458
2026-03-05,390.065
2026-03-06,433.499
2026-03-09,416.842
2026-03-10,350.416
2026-03-11,338.76
2026-03-12,323.651
2026-03-13,277.152
2026-03-16,398.234
2026-03-17,363.611
2026-03-18,377.54
2026-03-19,395.273
2026-03-20,377.27
2026-03-23,488.588
2026-03-24,508.208
2026-03-25,355.072
2026-03-26,308.648
2026-03-27,421.554
2026-03-30,382.052
2026-03-31,423.269
2026-04-01,394.434
2026-04-02,367.581
2026-04-03,342.572
2026-04-06,556.418
2026-04-07,404.726
2026-04-08,352.958
2026-04-09,380.918
2026-04-10,288.268
2026-04-13,398.05
2026-04-14,367.222
2026-04-15,389.138
2026-04-16,419.385
2026-04-17,375.018
2026-04-20,410.38
2026-04-21,440.203
2026-04-22,355.058
2026-04-23,385.195
2026-04-24,345.277
2026-04-27,450.142
2026-04-28,343.053
2026-04-29,255.761
2026-04-30,324.325
2026-05-01,257.727
2026-05-04,452.086
2026-05-05,506.276
2026-05-06,459.092
2026-05-07,480.521
2026-05-08,436.674
2026-05-11,409.287
2026-05-12,419.779
2026-05-13,373.832
2026-05-14,285.534
2026-05-15,344.262
2026-05-18,266.882
2026-05-19,399.489
2026-05-20,353.953
2026-05-21,310.278
2026-05-22,361.343
2026-05-25,348.784
2026-05-26,322.524
2026-05-27,270.389
2026-05-28,321.638
2026-05-29,365.365
2026-06-01,331.234
2026-06-02,373.418
2026-06-04,438.021
2026-06-05,396.22
2026-06-08,431.096
2026-06-09,240.34
2026-06-10,309.598
2026-06-11,412.461
2026-06-12,244.713
2026-06-15,304.867
2026-06-16,363.388
2026-06-17,428.878
2026-06-18,409.966
2026-06-19,191.056
2026-06-22,333.952
2026-06-23,445.61
2026-06-24,442.672
2026-06-25,389.069
2026-06-26,352.604
2026-06-29,526.883
2026-06-30,412.226
2026-07-01,424.24
2026-07-02,394.15
2026-07-03,507.711
2026-07-06,428.933
2026-07-07,352.57
2026-07-09,615.029
2026-07-10,228.935
2026-07-13,817.734
2026-07-14,536.382
2026-07-15,404.432
2026-07-16,383.067
2026-07-17,468.535
2026-07-20,365.931
