날짜,지점명,평균기온,최고기온,최저기온,일강수량,일조합
2023-05-24,부산,18.5,22.9,,,
2023-05-25,부산,19.2,23.3,15.9,,8.3
2023-05-26,부산,19.8,22.6,18.0,0.0,2.7
2023-05-27,부산,21.6,25.3,18.8,0.0,5.8
2023-05-28,부산,20.9,21.3,20.3,2.5,0.0
2023-05-29,부산,20.2,22.0,18.6,48.8,0.0
2023-05-30,부산,18.6,20.0,17.4,18.8,0.0
2023-05-31,부산,19.8,24.2,16.8,0.0,9.7
2023-06-01,부산,18.2,20.7,16.2,18.6,0.0
2023-06-02,부산,23.0,27.8,19.3,1.9,11.4
2023-06-03,부산,21.4,24.7,17.9,,12.5
2023-06-04,부산,23.1,27.8,18.8,,9.9
2023-06-05,부산,23.4,27.2,21.2,,3.0
2023-06-06,부산,20.4,23.5,18.5,,9.1
2023-06-07,부산,21.6,25.3,18.5,,10.1
2023-06-08,부산,20.8,25.4,18.5,,7.3
2023-06-09,부산,21.4,25.0,18.5,,11.9
2023-06-10,부산,22.6,26.5,19.4,,10.5
2023-06-11,부산,21.6,24.7,20.1,4.2,1.1
2023-06-12,부산,22.4,26.6,20.4,,6.2
2023-06-13,부산,23.1,25.6,20.2,,8.9
2023-06-14,부산,22.5,25.8,20.2,0.1,5.1
2023-06-15,부산,21.8,26.0,18.2,,10.1
2023-06-16,부산,23.6,28.2,19.7,,12.6
2023-06-17,부산,24.0,27.9,20.7,,9.8
2023-06-18,부산,24.0,28.8,21.6,,11.1
2023-06-19,부산,24.3,28.9,20.8,,11.2
2023-06-20,부산,22.5,27.4,20.2,0.9,7.3
2023-06-21,부산,20.9,23.0,18.6,23.3,0.0
2023-06-22,부산,23.1,26.2,20.8,,6.9
2023-06-23,부산,23.1,26.7,20.8,,10.1
2023-06-24,부산,22.4,26.5,20.2,,7.4
2023-06-25,부산,22.2,26.4,20.3,34.8,1.9
2023-06-26,부산,23.3,24.0,21.5,14.0,0.0
2023-06-27,부산,23.4,26.6,20.6,14.1,0.9
2023-06-28,부산,22.8,25.3,20.0,23.8,2.7
2023-06-29,부산,24.1,26.9,23.0,3.9,0.7
2023-06-30,부산,22.9,25.2,21.3,14.3,0.0
2023-07-01,부산,23.3,27.1,21.1,0.0,5.1
2023-07-02,부산,24.7,28.5,21.7,,8.5
2023-07-03,부산,24.8,28.9,23.0,,3.0
2023-07-04,부산,24.3,28.6,22.6,3.4,2.2
2023-07-05,부산,25.8,30.9,21.9,29.5,7.7
2023-07-06,부산,24.4,28.0,21.6,,6.8
2023-07-07,부산,22.4,25.7,20.4,51.0,0.0
2023-07-08,부산,22.2,23.8,20.5,28.1,0.0
2023-07-09,부산,24.2,27.2,21.5,3.4,0.6
2023-07-10,부산,25.6,28.2,22.8,0.3,3.9
2023-07-11,부산,24.7,28.8,22.4,49.3,1.4
2023-07-12,부산,24.5,27.6,22.5,76.4,1.8
2023-07-13,부산,25.2,26.7,23.7,7.9,0.0
2023-07-14,부산,25.0,25.8,24.2,26.8,0.0
2023-07-15,부산,25.8,27.0,24.2,4.0,0.3
2023-07-16,부산,23.7,26.0,22.2,259.2,0.0
2023-07-17,부산,26.0,29.0,23.6,11.0,3.1
2023-07-18,부산,24.4,26.3,23.2,130.3,0.0
2023-07-19,부산,23.5,25.7,21.4,0.5,2.4
2023-07-20,부산,24.2,27.3,21.5,,5.9
2023-07-21,부산,25.2,29.1,22.7,,9.9
2023-07-22,부산,25.0,27.9,22.9,1.4,0.8
2023-07-23,부산,26.5,28.9,25.4,0.0,1.8
2023-07-24,부산,25.5,28.5,24.5,11.3,1.3
2023-07-25,부산,26.4,29.8,24.3,7.9,7.1
2023-07-26,부산,28.1,31.2,24.8,0.0,11.1
2023-07-27,부산,28.6,31.7,25.4,,11.7
2023-07-28,부산,29.4,33.1,26.7,,10.8
2023-07-29,부산,29.2,32.5,25.7,,12.3
2023-07-30,부산,29.2,32.1,26.7,,12.3
2023-07-31,부산,29.2,32.5,26.1,,11.7
2023-08-01,부산,29.6,33.2,26.8,,11.5
2023-08-02,부산,29.6,33.1,26.9,,11.6
2023-08-03,부산,29.9,33.2,26.9,,12.2
2023-08-04,부산,30.2,33.7,26.8,,11.8
2023-08-05,부산,30.0,33.4,27.3,,12.1
2023-08-06,부산,30.9,34.7,28.1,,11.6
2023-08-07,부산,30.6,35.2,27.7,,10.0
2023-08-08,부산,29.2,33.5,26.6,,5.1
2023-08-09,부산,25.7,27.1,24.9,55.1,0.0
2023-08-10,부산,25.2,26.5,24.4,108.9,0.5
2023-08-11,부산,27.1,30.0,24.2,,10.3
2023-08-12,부산,27.2,30.0,25.2,0.0,7.9
2023-08-13,부산,26.9,31.0,23.5,,9.8
2023-08-14,부산,27.5,31.1,25.2,,5.6
2023-08-15,부산,27.5,32.1,24.6,,8.8
2023-08-16,부산,25.7,27.7,25.1,,0.0
2023-08-17,부산,25.6,29.0,24.3,0.0,1.3
2023-08-18,부산,27.0,30.6,24.2,7.8,5.0
2023-08-19,부산,26.3,27.3,25.6,29.8,0.0
2023-08-20,부산,28.2,31.0,25.8,0.2,10.6
2023-08-21,부산,28.7,32.2,26.2,,10.9
2023-08-22,부산,28.9,31.8,26.9,,7.3
2023-08-23,부산,28.7,31.3,26.4,0.8,8.8
2023-08-24,부산,26.0,28.6,24.9,58.3,0.0
2023-08-25,부산,27.1,30.2,24.3,,9.4
2023-08-26,부산,27.8,31.1,25.0,,11.3
2023-08-27,부산,27.5,32.0,24.7,,10.6
2023-08-28,부산,27.4,31.3,25.0,,4.3
2023-08-29,부산,27.0,29.1,25.2,16.1,0.6
2023-08-30,부산,27.2,28.3,24.8,6.6,0.2
2023-08-31,부산,26.6,30.5,24.5,16.3,4.0
2023-09-01,부산,24.0,25.4,22.8,117.4,0.0
2023-09-02,부산,24.2,27.1,23.1,18.8,0.6
2023-09-03,부산,26.3,30.7,22.8,,9.2
2023-09-04,부산,27.1,30.9,24.1,,8.0
2023-09-05,부산,26.8,31.7,23.6,,10.3
2023-09-06,부산,26.4,30.6,24.0,0.0,7.4
2023-09-07,부산,25.3,29.6,21.7,,8.9
2023-09-08,부산,24.8,29.3,22.0,,8.6
2023-09-09,부산,24.2,28.3,20.4,,11.2
2023-09-10,부산,25.0,29.8,21.4,,7.7
2023-09-11,부산,25.9,30.1,22.9,,7.1
2023-09-12,부산,26.4,30.3,23.9,,3.6
2023-09-13,부산,26.1,30.1,23.9,9.5,0.6
2023-09-14,부산,23.6,26.3,22.4,7.7,0.0
2023-09-15,부산,24.7,26.8,22.8,2.2,0.7
2023-09-16,부산,23.9,25.8,22.9,85.5,0.0
2023-09-17,부산,24.1,26.1,22.1,59.9,0.0
2023-09-18,부산,25.3,28.8,22.6,1.6,7.0
2023-09-19,부산,25.6,29.5,23.2,,8.9
2023-09-20,부산,24.7,26.6,22.7,8.5,0.0
2023-09-21,부산,21.5,26.6,19.3,9.8,0.0
2023-09-22,부산,22.1,26.5,19.4,,6.8
2023-09-23,부산,21.7,26.3,18.4,,6.3
2023-09-24,부산,22.8,26.8,20.2,0.0,8.5
2023-09-25,부산,23.7,29.1,20.7,,3.2
2023-09-26,부산,23.6,26.9,22.7,0.6,0.1
2023-09-27,부산,25.1,28.8,22.2,,5.0
2023-09-28,부산,25.1,29.3,22.1,,9.7
2023-09-29,부산,24.3,28.6,20.5,,9.7
2023-09-30,부산,20.3,22.9,16.6,1.2,1.8
2023-10-01,부산,21.0,26.0,18.2,,9.2
2023-10-02,부산,20.4,26.1,17.0,,10.1
2023-10-03,부산,19.7,22.5,17.9,0.9,0.0
2023-10-04,부산,21.2,26.5,16.9,,9.4
2023-10-05,부산,18.4,22.7,15.4,,7.7
2023-10-06,부산,18.2,23.7,13.8,,5.9
2023-10-07,부산,19.3,23.8,16.9,2.5,1.0
2023-10-08,부산,18.7,20.7,17.4,0.3,0.0
2023-10-09,부산,19.6,24.1,17.4,0.0,2.0
2023-10-10,부산,19.5,24.7,15.8,,7.9
2023-10-11,부산,19.8,24.5,16.8,,9.4
2023-10-12,부산,19.3,23.9,16.4,,7.6
2023-10-13,부산,20.2,24.1,17.1,,6.5
2023-10-14,부산,19.7,24.4,17.0,,6.6
2023-10-15,부산,18.4,23.7,13.9,,9.9
2023-10-16,부산,18.7,24.0,14.8,,10.2
2023-10-17,부산,16.7,22.8,11.9,,10.2
2023-10-18,부산,18.6,23.4,13.6,,10.1
2023-10-19,부산,19.5,23.4,16.7,0.0,4.7
2023-10-20,부산,14.8,19.6,11.4,0.5,7.6
2023-10-21,부산,13.7,18.7,8.8,,9.7
2023-10-22,부산,15.0,20.1,11.8,,6.5
2023-10-23,부산,17.4,23.0,13.0,,10.1
2023-10-24,부산,17.2,22.9,14.5,,7.5
2023-10-25,부산,18.5,24.2,14.6,,10.1
2023-10-26,부산,19.5,24.2,16.3,,9.9
2023-10-27,부산,17.0,22.9,14.0,,8.3
2023-10-28,부산,16.6,22.0,12.5,,9.6
2023-10-29,부산,16.6,22.6,13.2,,9.8
2023-10-30,부산,17.1,23.0,13.0,,9.9
2023-10-31,부산,18.4,24.6,14.4,,10.0
2023-11-01,부산,18.8,23.2,15.5,,9.9
2023-11-02,부산,20.2,25.4,17.2,,10.0
2023-11-03,부산,20.7,25.7,18.3,,10.0
2023-11-04,부산,19.8,24.3,18.3,3.6,2.7
2023-11-05,부산,20.4,23.1,17.9,0.0,0.4
2023-11-06,부산,18.7,21.9,13.1,11.5,0.8
2023-11-07,부산,13.3,18.3,10.2,,10.0
2023-11-08,부산,14.5,20.9,8.1,,9.9
2023-11-09,부산,17.8,22.2,13.1,,7.5
2023-11-10,부산,13.9,18.1,7.9,1.4,4.0
2023-11-11,부산,9.6,16.4,5.3,,8.0
2023-11-12,부산,6.7,11.4,3.8,,8.0
2023-11-13,부산,6.5,12.5,2.3,,10.0
2023-11-14,부산,8.8,15.3,3.1,,9.9
2023-11-15,부산,10.6,16.1,7.5,,9.8
2023-11-16,부산,9.9,14.2,7.0,11.7,0.0
2023-11-17,부산,7.2,12.3,4.0,,7.5
2023-11-18,부산,4.6,10.7,-0.7,0.3,9.5
2023-11-19,부산,9.2,13.7,3.6,,9.6
2023-11-20,부산,11.0,16.7,7.9,,9.7
2023-11-21,부산,12.6,17.4,7.8,,9.7
2023-11-22,부산,14.9,19.8,10.9,,9.5
2023-11-23,부산,16.2,20.5,12.5,,8.6
2023-11-24,부산,6.1,12.5,1.4,,9.5
2023-11-25,부산,4.3,10.6,-0.9,,9.5
2023-11-26,부산,8.0,12.4,4.6,,3.0
2023-11-27,부산,11.4,15.6,6.9,,2.3
2023-11-28,부산,8.6,12.8,5.2,,8.3
2023-11-29,부산,6.9,9.2,3.8,,0.6
2023-11-30,부산,2.6,7.5,0.0,,8.7
2023-12-01,부산,2.4,7.4,-1.7,,9.4
2023-12-02,부산,5.2,10.3,-1.1,,9.4
2023-12-03,부산,7.9,12.8,4.9,,9.2
2023-12-04,부산,8.6,13.4,4.5,,9.2
2023-12-05,부산,10.5,16.3,5.4,,8.2
2023-12-06,부산,11.1,14.8,6.2,0.7,5.1
2023-12-07,부산,9.4,12.8,6.3,,9.2
2023-12-08,부산,14.6,17.9,8.5,,6.9
2023-12-09,부산,16.3,20.7,14.1,,5.0
2023-12-10,부산,15.0,19.9,11.6,,7.5
2023-12-11,부산,14.4,16.0,13.4,46.2,0.0
2023-12-12,부산,9.9,13.7,8.8,0.0,0.0
2023-12-13,부산,11.0,16.1,7.5,,6.8
2023-12-14,부산,11.9,13.1,10.4,32.8,0.0
2023-12-15,부산,13.0,18.0,8.5,17.8,0.0
2023-12-16,부산,3.8,8.7,-1.8,3.1,1.3
2023-12-17,부산,-2.7,1.0,-5.1,,9.0
2023-12-18,부산,-1.3,3.1,-5.4,,7.4
2023-12-19,부산,1.9,5.9,-1.9,0.0,1.9
2023-12-20,부산,0.7,4.9,-4.4,,5.1
2023-12-21,부산,-4.5,-0.3,-7.4,,9.1
2023-12-22,부산,-4.7,-0.5,-8.1,,9.2
2023-12-23,부산,-1.5,3.2,-5.8,,8.4
2023-12-24,부산,2.0,6.9,-1.5,0.0,4.1
2023-12-25,부산,2.2,7.0,-1.7,,9.0
2023-12-26,부산,4.5,9.6,0.4,,8.3
2023-12-27,부산,7.2,12.8,3.9,,7.7
2023-12-28,부산,8.0,13.1,4.3,,8.9
2023-12-29,부산,6.1,11.8,1.6,,8.9
2023-12-30,부산,8.2,13.2,3.3,2.2,6.3
2023-12-31,부산,8.1,12.3,4.5,0.0,5.4
2024-01-01,부산,7.3,13.2,4.0,,6.9
2024-01-02,부산,8.6,12.6,6.0,0.0,7.5
2024-01-03,부산,5.6,9.0,3.3,0.0,4.9
2024-01-04,부산,5.2,10.3,1.3,,9.2
2024-01-05,부산,8.6,13.5,4.8,,8.9
2024-01-06,부산,7.0,11.6,3.7,,7.7
2024-01-07,부산,2.2,5.9,-1.1,,8.9
2024-01-08,부산,0.8,7.3,-4.0,,9.1
2024-01-09,부산,3.8,6.6,-0.3,4.0,1.3
2024-01-10,부산,5.3,10.2,1.8,0.5,5.3
2024-01-11,부산,5.4,10.4,3.1,,9.3
2024-01-12,부산,6.7,11.4,2.7,,9.0
2024-01-13,부산,4.6,10.3,1.4,,9.3
2024-01-14,부산,9.1,13.8,2.2,,8.6
2024-01-15,부산,5.3,10.8,2.2,,9.4
2024-01-16,부산,4.9,11.7,-0.3,,9.5
2024-01-17,부산,8.9,12.6,3.8,0.0,0.3
2024-01-18,부산,10.9,14.2,7.2,14.0,0.0
2024-01-19,부산,7.1,9.0,6.5,0.0,0.2
2024-01-20,부산,7.0,8.3,5.8,20.0,0.0
2024-01-21,부산,7.5,11.5,5.7,0.3,1.5
2024-01-22,부산,1.1,6.2,-4.9,0.1,9.0
2024-01-23,부산,-4.6,0.6,-7.3,0.0,9.7
2024-01-24,부산,-2.8,2.9,-6.9,,9.7
2024-01-25,부산,-1.4,4.8,-6.8,,9.7
2024-01-26,부산,2.6,8.9,-2.3,,9.8
2024-01-27,부산,4.3,10.4,-0.5,,9.8
2024-01-28,부산,4.2,8.3,0.9,,9.0
2024-01-29,부산,4.7,9.8,1.1,,9.4
2024-01-30,부산,7.0,13.0,0.8,0.0,7.6
2024-01-31,부산,9.8,14.9,6.5,1.7,3.8
2024-02-01,부산,7.6,10.3,4.8,3.1,0.0
2024-02-02,부산,6.2,10.3,4.0,0.3,1.1
2024-02-03,부산,6.7,10.1,5.0,4.0,0.0
2024-02-04,부산,7.7,11.6,5.4,3.8,1.8
2024-02-05,부산,6.4,8.1,4.1,11.8,0.0
2024-02-06,부산,5.1,8.5,3.3,0.0,0.1
2024-02-07,부산,5.0,10.6,1.5,,7.9
2024-02-08,부산,5.5,10.7,1.3,,9.3
2024-02-09,부산,6.2,11.6,3.6,0.0,3.9
2024-02-10,부산,5.1,11.3,0.6,,10.0
2024-02-11,부산,5.4,9.9,1.8,,9.4
2024-02-12,부산,6.5,11.8,1.4,,10.2
2024-02-13,부산,11.9,16.6,6.0,,8.2
2024-02-14,부산,14.1,15.8,12.1,8.0,0.1
2024-02-15,부산,12.3,18.9,5.5,0.5,5.2
2024-02-16,부산,6.4,11.9,2.5,,9.1
2024-02-17,부산,8.2,13.6,3.5,,10.3
2024-02-18,부산,11.1,15.5,5.3,15.0,2.6
2024-02-19,부산,16.0,19.8,12.9,63.5,4.8
2024-02-20,부산,9.0,15.1,7.0,3.5,0.0
2024-02-21,부산,6.7,8.1,5.7,6.7,0.0
2024-02-22,부산,4.5,5.8,3.4,3.1,0.0
2024-02-23,부산,4.3,7.3,3.0,,0.0
2024-02-24,부산,4.9,8.3,2.8,0.0,0.0
2024-02-25,부산,6.7,10.9,3.9,2.9,1.3
2024-02-26,부산,6.3,12.5,2.9,,6.6
2024-02-27,부산,4.8,7.6,3.2,,0.2
2024-02-28,부산,7.6,13.0,2.7,,9.4
2024-02-29,부산,6.0,7.9,4.0,10.9,0.0
2024-03-01,부산,2.7,6.7,-1.9,,9.9
2024-03-02,부산,1.0,6.8,-5.0,,10.7
2024-03-03,부산,6.9,11.8,2.5,,9.5
2024-03-04,부산,9.9,15.3,5.1,,6.6
2024-03-05,부산,7.9,11.1,6.8,8.5,0.0
2024-03-06,부산,7.9,11.8,5.4,0.0,1.8
2024-03-07,부산,7.4,11.5,4.3,0.0,2.0
2024-03-08,부산,5.9,11.8,2.0,,10.9
2024-03-09,부산,4.3,9.4,-0.3,,11.0
2024-03-10,부산,7.7,13.1,2.4,,11.1
2024-03-11,부산,9.1,12.6,5.1,4.0,4.3
2024-03-12,부산,8.0,14.0,4.9,3.3,6.3
2024-03-13,부산,8.6,12.9,3.9,,10.9
2024-03-14,부산,10.7,17.2,6.0,,9.0
2024-03-15,부산,13.3,17.6,8.3,,11.2
2024-03-16,부산,14.8,19.9,9.9,0.0,10.3
2024-03-17,부산,14.8,21.6,9.0,0.0,6.8
2024-03-18,부산,10.1,14.4,5.8,,10.0
2024-03-19,부산,11.0,15.5,6.3,,5.6
2024-03-20,부산,7.5,12.6,4.2,,11.3
2024-03-21,부산,7.0,13.0,1.7,,11.5
2024-03-22,부산,11.6,15.2,6.5,11.0,7.1
2024-03-23,부산,16.1,20.5,12.3,0.7,9.7
2024-03-24,부산,11.3,13.6,10.1,3.7,0.0
2024-03-25,부산,10.5,12.4,8.7,9.4,0.0
2024-03-26,부산,8.8,12.9,6.2,9.8,1.7
2024-03-27,부산,10.1,14.9,5.0,,7.5
2024-03-28,부산,11.8,14.0,10.4,51.6,0.0
2024-03-29,부산,12.9,16.5,9.2,,7.0
2024-03-30,부산,13.7,17.6,8.1,,4.8
2024-03-31,부산,13.1,17.5,10.8,,5.7
2024-04-01,부산,14.6,19.4,9.9,,11.5
2024-04-02,부산,15.9,19.6,12.3,4.9,1.8
2024-04-03,부산,13.0,14.4,11.3,58.1,0.0
2024-04-04,부산,13.2,17.9,11.1,0.0,2.0
2024-04-05,부산,13.5,17.8,10.7,,9.1
2024-04-06,부산,14.3,20.2,10.2,,6.5
2024-04-07,부산,17.1,21.8,12.5,,10.4
2024-04-08,부산,17.3,22.0,13.6,0.0,1.2
2024-04-09,부산,13.5,19.0,8.9,0.0,10.8
2024-04-10,부산,12.3,17.4,8.2,,10.4
2024-04-11,부산,14.6,20.1,10.9,,1.2
2024-04-12,부산,16.8,22.4,12.2,,11.4
2024-04-13,부산,17.9,23.3,13.4,,11.5
2024-04-14,부산,18.6,24.0,13.5,,9.2
2024-04-15,부산,16.3,17.9,15.6,29.6,0.0
2024-04-16,부산,17.4,21.2,15.0,,8.6
2024-04-17,부산,17.1,21.5,13.9,,7.7
2024-04-18,부산,17.1,22.1,13.3,,10.5
2024-04-19,부산,17.9,23.2,13.5,,10.0
2024-04-20,부산,15.5,18.1,13.1,18.0,0.0
2024-04-21,부산,15.8,17.7,14.5,2.1,0.0
2024-04-22,부산,15.3,17.8,13.8,,0.3
2024-04-23,부산,14.7,19.4,12.2,6.8,3.3
2024-04-24,부산,15.2,19.6,11.8,0.0,6.3
2024-04-25,부산,17.1,23.9,12.2,,11.5
2024-04-26,부산,16.5,20.8,14.5,,2.5
2024-04-27,부산,18.1,22.6,13.6,,12.1
2024-04-28,부산,18.7,23.9,14.8,,11.1
2024-04-29,부산,14.6,15.8,13.9,47.3,0.0
2024-04-30,부산,16.3,20.1,14.1,0.0,2.7
2024-05-01,부산,14.1,17.5,11.4,,0.8
2024-05-02,부산,14.7,19.4,10.5,,11.2
2024-05-03,부산,17.0,22.3,11.8,,12.1
2024-05-04,부산,19.2,23.8,12.3,,12.0
2024-05-05,부산,18.3,20.3,16.8,53.1,0.0
2024-05-06,부산,18.3,22.2,16.7,48.3,6.0
2024-05-07,부산,14.9,20.6,12.0,5.8,3.3
2024-05-08,부산,13.4,17.8,10.4,0.0,3.9
2024-05-09,부산,15.7,20.0,9.6,,12.1
2024-05-10,부산,19.0,24.3,14.9,,12.2
2024-05-11,부산,18.8,21.7,16.4,0.5,1.9
2024-05-12,부산,18.8,23.1,16.2,26.6,1.7
2024-05-13,부산,17.9,22.9,14.0,,12.3
2024-05-14,부산,19.0,25.2,13.1,,12.3
2024-05-15,부산,18.8,24.0,11.5,0.9,12.0
2024-05-16,부산,16.9,23.3,10.3,0.0,9.8
2024-05-17,부산,18.9,23.2,15.2,,12.3
2024-05-18,부산,20.1,24.2,16.0,,12.3
2024-05-19,부산,20.4,28.2,16.5,,12.4
2024-05-20,부산,21.0,28.7,16.8,,11.6
2024-05-21,부산,18.3,22.7,15.6,,12.2
2024-05-22,부산,18.9,24.8,14.8,,8.6
2024-05-23,부산,22.6,26.1,18.7,,12.1
2024-05-24,부산,21.0,25.0,17.3,,12.1
2024-05-25,부산,19.2,23.0,16.6,,10.1
2024-05-26,부산,19.8,24.0,15.5,9.9,2.2
2024-05-27,부산,22.1,26.7,19.8,2.2,7.9
2024-05-28,부산,20.3,25.7,15.9,,6.6
2024-05-29,부산,19.1,23.4,14.1,,12.4
2024-05-30,부산,19.8,24.4,17.1,0.3,0.4
2024-05-31,부산,20.3,24.3,17.3,0.8,10.4
2024-06-01,부산,21.4,26.4,18.0,,9.0
2024-06-02,부산,19.6,23.0,16.8,,8.7
2024-06-03,부산,18.6,21.9,16.2,,5.5
2024-06-04,부산,18.8,23.6,15.1,,10.8
2024-06-05,부산,19.6,24.1,14.9,,10.5
2024-06-06,부산,20.3,23.9,17.8,,1.1
2024-06-07,부산,21.8,26.0,17.4,,9.8
2024-06-08,부산,19.8,23.0,18.5,34.6,0.1
2024-06-09,부산,20.2,22.9,18.4,5.8,0.3
2024-06-10,부산,21.5,26.6,19.5,,11.7
2024-06-11,부산,22.7,27.6,19.5,,11.4
2024-06-12,부산,23.8,28.7,20.7,,11.0
2024-06-13,부산,24.9,30.5,21.0,,12.5
2024-06-14,부산,24.6,28.4,20.1,,12.4
2024-06-15,부산,25.8,30.0,21.8,3.6,11.4
2024-06-16,부산,24.8,30.5,21.3,,10.4
2024-06-17,부산,23.8,26.7,21.2,,0.5
2024-06-18,부산,25.0,30.3,19.8,,12.5
2024-06-19,부산,25.1,32.1,21.9,,9.4
2024-06-20,부산,22.9,25.3,21.2,0.2,0.0
2024-06-21,부산,24.0,28.2,21.4,0.0,7.8
2024-06-22,부산,23.1,24.1,22.2,42.0,0.0
2024-06-23,부산,24.1,26.8,22.9,0.1,1.5
2024-06-24,부산,23.4,26.6,21.2,,3.8
2024-06-25,부산,23.2,26.8,20.2,,0.8
2024-06-26,부산,23.5,27.2,20.9,,7.6
2024-06-27,부산,21.8,23.9,19.7,1.5,0.0
2024-06-28,부산,23.5,27.0,20.1,1.4,11.0
2024-06-29,부산,23.1,25.6,21.3,68.9,0.8
2024-06-30,부산,23.5,24.5,21.2,15.6,0.0
2024-07-01,부산,24.2,27.5,21.6,0.1,9.9
2024-07-02,부산,23.6,24.9,22.1,34.8,0.0
2024-07-03,부산,25.2,28.6,24.0,0.6,4.3
2024-07-04,부산,25.8,29.9,22.7,0.0,12.1
2024-07-05,부산,24.6,28.6,22.3,3.2,7.5
2024-07-06,부산,24.9,27.8,22.2,,3.6
2024-07-07,부산,25.8,28.8,24.1,,3.1
2024-07-08,부산,25.1,27.6,23.8,0.0,0.0
2024-07-09,부산,25.2,27.1,23.8,1.4,0.0
2024-07-10,부산,23.5,26.9,20.9,32.5,1.6
2024-07-11,부산,22.7,25.4,21.0,0.0,0.0
2024-07-12,부산,24.1,29.8,20.8,,12.2
2024-07-13,부산,24.5,27.9,21.8,0.5,3.7
2024-07-14,부산,22.8,24.4,21.9,54.9,0.0
2024-07-15,부산,23.9,27.3,22.0,4.5,0.6
2024-07-16,부산,23.3,24.1,22.5,43.7,0.0
2024-07-17,부산,25.6,28.5,23.2,,1.8
2024-07-18,부산,25.5,26.6,24.5,1.1,0.0
2024-07-19,부산,25.2,27.5,23.6,6.5,2.7
2024-07-20,부산,27.2,30.7,24.4,,6.2
2024-07-21,부산,28.2,32.8,25.7,0.1,10.9
2024-07-22,부산,28.0,30.5,25.2,,5.1
2024-07-23,부산,28.3,31.1,26.8,0.7,4.7
2024-07-24,부산,24.8,27.4,22.1,176.3,1.5
2024-07-25,부산,28.2,32.0,24.4,1.5,9.0
2024-07-26,부산,28.8,32.3,26.3,0.0,8.0
2024-07-27,부산,28.8,31.8,27.0,,6.8
2024-07-28,부산,29.2,32.1,27.0,,11.1
2024-07-29,부산,29.1,32.5,26.4,,12.0
2024-07-30,부산,29.4,32.3,26.1,,12.3
2024-07-31,부산,29.7,32.9,27.3,,12.3
2024-08-01,부산,29.6,32.4,26.7,,12.2
2024-08-02,부산,29.9,33.0,27.4,,11.6
2024-08-03,부산,30.5,34.1,27.4,,10.1
2024-08-04,부산,30.2,34.1,27.9,,7.5
2024-08-05,부산,29.7,33.4,27.7,,10.5
2024-08-06,부산,29.4,33.4,27.3,0.3,8.2
2024-08-07,부산,29.4,32.9,26.6,1.2,11.8
2024-08-08,부산,29.6,34.6,25.5,9.7,9.5
2024-08-09,부산,29.6,33.3,26.6,,11.2
2024-08-10,부산,29.4,33.1,26.6,,11.7
2024-08-11,부산,28.7,32.7,25.9,,10.4
2024-08-12,부산,28.7,32.7,25.5,,12.1
2024-08-13,부산,28.7,32.7,25.6,,10.7
2024-08-14,부산,29.3,33.7,25.8,,11.0
2024-08-15,부산,29.5,33.8,26.5,,10.1
2024-08-16,부산,29.6,33.8,26.3,,7.9
2024-08-17,부산,29.3,32.8,26.6,,8.3
2024-08-18,부산,29.1,32.8,26.1,,10.3
2024-08-19,부산,29.6,33.5,26.4,0.0,6.1
2024-08-20,부산,28.1,30.6,26.1,49.5,2.5
2024-08-21,부산,28.3,30.9,24.7,13.4,1.1
2024-08-22,부산,29.1,31.7,27.6,7.8,4.8
2024-08-23,부산,29.3,32.4,26.7,0.0,11.5
2024-08-24,부산,29.5,33.3,26.8,,11.0
2024-08-25,부산,29.1,33.2,26.6,,10.7
2024-08-26,부산,29.1,32.6,26.3,,8.0
2024-08-27,부산,28.2,32.1,25.8,0.0,2.4
2024-08-28,부산,26.9,30.0,25.2,1.1,1.9
2024-08-29,부산,28.5,32.8,25.3,3.0,6.1
2024-08-30,부산,29.1,34.9,25.6,0.5,8.0
2024-08-31,부산,27.7,31.8,25.3,,10.4
2024-09-01,부산,27.6,31.2,24.2,,10.8
2024-09-02,부산,27.3,32.0,25.0,0.5,3.5
2024-09-03,부산,25.6,28.4,23.2,0.0,2.5
2024-09-04,부산,26.2,30.7,22.4,,11.3
2024-09-05,부산,27.5,31.9,22.7,,11.2
2024-09-06,부산,27.9,31.8,26.2,,3.5
2024-09-07,부산,27.8,31.6,25.1,,5.7
2024-09-08,부산,28.7,32.5,26.4,,7.2
2024-09-09,부산,28.5,32.6,26.1,,8.9
2024-09-10,부산,29.4,34.2,25.3,,11.1
2024-09-11,부산,28.5,32.2,25.6,15.1,1.7
2024-09-12,부산,29.0,33.6,26.7,,6.8
2024-09-13,부산,29.3,33.3,26.2,,10.6
2024-09-14,부산,29.5,33.7,26.7,,11.2
2024-09-15,부산,28.8,32.5,26.5,0.0,3.4
2024-09-16,부산,27.7,31.2,25.4,0.3,1.9
2024-09-17,부산,29.7,33.8,26.8,,10.0
2024-09-18,부산,29.9,34.2,27.4,,9.0
2024-09-19,부산,30.1,34.7,26.9,,10.7
2024-09-20,부산,27.8,30.1,25.5,24.9,0.1
2024-09-21,부산,22.4,26.7,20.6,378.5,0.0
2024-09-22,부산,21.6,24.3,19.9,0.8,0.1
2024-09-23,부산,21.3,25.9,18.9,,9.6
2024-09-24,부산,22.4,28.2,19.0,,5.2
2024-09-25,부산,24.0,27.9,20.9,0.0,3.2
2024-09-26,부산,25.4,30.3,21.8,,8.9
2024-09-27,부산,25.2,30.0,22.8,,6.4
